		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	Hum		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	2nd	ET 	Samp	Tx 	Recept	Int.
07/06/16	8:40	5.4	5.4	5.3	90	3.9	3.6	WSW	2.15	6.3	WSW	2.7	5.4	2.7	---	764.9	0.00	0.0	156	2.24	185	0.0	0.00	0.0	0.090	0.000	5.4	90	3.9	5.4	---	0.00	233	1	100.0	10
07/06/16	8:50	5.7	5.7	5.4	90	4.2	4.0	WSW	2.41	6.3	WSW	2.6	5.7	2.6	---	764.9	0.00	0.0	196	2.81	211	0.0	0.00	0.0	0.088	0.000	5.4	90	3.9	5.4	---	0.00	233	1	100.0	10
07/06/16	9:00	6.3	6.3	5.7	91	4.9	3.6	WSW	2.15	6.7	SW	3.7	6.3	3.7	---	765.0	0.00	0.0	227	3.25	243	0.0	0.00	0.0	0.084	0.000	5.6	90	4.0	5.6	---	0.08	233	1	100.0	10
07/06/16	9:10	6.8	6.8	6.3	89	5.1	4.0	WSW	2.41	8.9	W	4.0	6.9	4.1	---	765.0	0.00	0.0	260	3.73	274	0.0	0.00	0.0	0.080	0.000	5.6	91	4.3	5.6	---	0.00	231	1	100.0	10
07/06/16	9:20	7.2	7.2	6.8	88	5.3	3.6	WSW	2.15	6.7	WSW	4.7	7.2	4.7	---	765.0	0.00	0.0	289	4.14	302	0.4	0.03	0.6	0.078	0.000	5.8	91	4.4	5.8	---	0.00	233	1	100.0	10
07/06/16	9:30	7.3	7.3	7.2	88	5.5	3.1	WSW	1.88	6.3	SW	5.2	7.3	5.2	---	765.0	0.00	0.0	318	4.56	329	0.6	0.04	0.7	0.076	0.000	6.0	92	4.8	6.0	---	0.00	235	1	100.0	10
07/06/16	9:40	7.6	7.6	7.3	87	5.6	3.6	WSW	2.15	7.2	SW	5.2	7.6	5.2	---	765.1	0.00	0.0	350	5.02	378	0.8	0.06	0.9	0.074	0.000	6.3	92	5.1	6.4	---	0.00	233	1	100.0	10
07/06/16	9:50	7.9	7.9	7.6	86	5.7	4.0	SW	2.41	9.8	SW	5.2	7.9	5.2	---	765.1	0.00	0.0	372	5.33	388	0.9	0.06	1.0	0.073	0.000	6.7	91	5.3	6.7	---	0.00	234	1	100.0	10
07/06/16	10:00	8.1	8.2	7.9	86	5.9	4.0	SW	2.41	8.0	WSW	5.5	8.1	5.5	---	765.1	0.00	0.0	371	5.32	439	1.1	0.08	1.2	0.071	0.000	6.9	91	5.6	7.0	---	0.15	233	1	100.0	10
07/06/16	10:10	8.3	8.3	8.1	85	5.9	4.0	SW	2.41	8.0	SSW	5.7	8.3	5.7	---	765.2	0.00	0.0	436	6.25	459	1.3	0.09	1.3	0.070	0.000	7.4	91	6.0	7.4	---	0.00	233	1	100.0	10
07/06/16	10:20	8.3	8.3	8.2	86	6.1	4.0	WSW	2.41	8.9	WSW	5.7	8.3	5.7	---	765.1	0.00	0.0	455	6.52	482	1.4	0.10	1.5	0.070	0.000	7.8	91	6.5	7.9	---	0.00	232	1	100.0	10
07/06/16	10:30	8.3	8.4	8.3	85	6.0	4.5	SW	2.68	10.7	SW	5.4	8.3	5.4	---	765.2	0.00	0.0	505	7.24	541	1.5	0.11	1.7	0.069	0.000	8.2	91	6.8	8.3	---	0.00	234	1	100.0	10
07/06/16	10:40	8.4	8.4	8.2	85	6.1	4.9	SW	2.95	9.4	WSW	5.3	8.4	5.3	---	765.1	0.00	0.0	499	7.15	526	1.6	0.11	1.8	0.069	0.000	8.5	90	7.0	8.6	---	0.00	233	1	100.0	10
07/06/16	10:50	8.7	8.8	8.4	85	6.3	4.9	WSW	2.95	10.3	SW	5.6	8.7	5.6	---	765.0	0.00	0.0	536	7.68	578	1.9	0.14	2.0	0.067	0.000	8.8	90	7.3	8.9	---	0.00	233	1	100.0	10
07/06/16	11:00	9.2	9.2	8.8	84	6.6	4.0	SW	2.41	7.6	SSW	6.7	9.2	6.7	---	764.8	0.00	0.0	522	7.48	557	2.0	0.14	2.1	0.064	0.000	9.1	90	7.6	9.2	---	0.23	234	1	100.0	10
07/06/16	11:10	9.4	9.4	9.2	83	6.6	4.5	SW	2.68	8.0	SW	6.7	9.4	6.7	---	764.9	0.00	0.0	531	7.61	545	2.1	0.15	2.2	0.062	0.000	9.4	90	7.9	9.6	---	0.00	234	1	100.0	10
07/06/16	11:20	9.7	9.7	9.4	82	6.7	4.9	SW	2.95	8.5	WSW	6.7	9.7	6.7	---	764.8	0.00	0.0	546	7.83	566	2.2	0.16	2.3	0.060	0.000	9.7	89	8.0	9.9	---	0.00	234	1	100.0	10
07/06/16	11:30	9.8	9.8	9.7	81	6.7	4.9	SW	2.95	9.4	S	6.9	9.8	6.9	---	764.7	0.00	0.0	555	7.96	561	2.4	0.17	2.5	0.059	0.000	10.0	89	8.3	10.2	---	0.00	233	1	100.0	10
07/06/16	11:40	10.1	10.1	9.8	80	6.8	5.4	SW	3.22	10.3	SW	6.9	10.1	6.9	---	764.6	0.00	0.0	563	8.07	570	2.5	0.18	2.6	0.057	0.000	10.2	88	8.3	10.3	---	0.00	234	1	100.0	10
07/06/16	11:50	10.2	10.2	10.1	80	6.9	4.9	SW	2.95	10.7	SW	7.3	10.2	7.3	---	764.7	0.00	0.0	554	7.94	603	2.5	0.18	2.7	0.056	0.000	10.4	87	8.3	10.4	---	0.00	234	1	100.0	10
07/06/16	12:00	10.6	10.6	10.2	79	7.1	5.4	SW	3.22	10.3	WSW	7.4	10.5	7.4	---	764.6	0.00	0.0	578	8.29	582	2.7	0.19	2.7	0.054	0.000	10.6	86	8.3	10.6	---	0.28	233	1	100.0	10
07/06/16	12:10	10.8	10.8	10.6	78	7.1	5.8	SW	3.49	10.3	WSW	7.5	10.7	7.4	---	764.5	0.00	0.0	588	8.43	594	2.8	0.20	2.8	0.052	0.000	10.7	86	8.4	10.7	---	0.00	234	1	100.0	10
07/06/16	12:20	11.2	11.2	10.8	77	7.3	4.9	SW	2.95	10.7	SW	8.4	11.0	8.3	---	764.3	0.00	0.0	585	8.39	587	2.8	0.20	2.8	0.050	0.000	10.8	86	8.6	10.8	---	0.00	233	1	100.0	10
07/06/16	12:30	11.3	11.3	11.1	76	7.2	5.8	SW	3.49	10.7	SW	8.1	11.1	7.8	---	764.2	0.00	0.0	585	8.39	587	2.8	0.20	2.8	0.049	0.000	11.0	85	8.6	11.0	---	0.00	234	1	100.0	10
07/06/16	12:40	11.7	11.7	11.3	75	7.4	5.8	SW	3.49	10.7	SW	8.6	11.4	8.3	---	764.0	0.00	0.0	585	8.39	587	2.8	0.20	2.8	0.046	0.000	11.2	85	8.7	11.2	---	0.00	232	1	100.0	10
07/06/16	12:50	11.8	11.8	11.6	75	7.5	5.8	SW	3.49	10.7	WSW	8.7	11.6	8.4	---	763.9	0.00	0.0	582	8.34	585	2.8	0.20	2.8	0.045	0.000	11.3	84	8.7	11.3	---	0.00	234	1	100.0	10
07/06/16	13:00	12.1	12.1	11.8	75	7.8	5.8	WSW	3.49	9.8	WSW	8.9	11.8	8.7	---	763.8	0.00	0.0	589	8.44	617	2.7	0.19	2.8	0.044	0.000	11.5	84	8.9	11.4	---	0.33	234	1	100.0	10
07/06/16	13:10	12.3	12.3	12.1	74	7.8	5.4	SW	3.22	9.8	SW	9.5	12.1	9.2	---	763.7	0.00	0.0	586	8.40	633	2.7	0.19	2.8	0.042	0.000	11.6	84	9.0	11.6	---	0.00	233	1	100.0	10
07/06/16	13:20	12.6	12.6	12.3	73	7.8	5.4	SW	3.22	8.9	W	9.8	12.2	9.4	---	763.5	0.00	0.0	580	8.31	606	2.6	0.19	2.7	0.040	0.000	11.9	79	8.4	11.7	---	0.00	233	1	100.0	10
07/06/16	13:30	12.9	12.9	12.6	68	7.2	5.4	SW	3.22	10.7	WSW	10.2	12.4	9.7	---	763.4	0.00	0.0	578	8.29	599	2.6	0.19	2.7	0.037	0.000	12.2	81	9.1	12.1	---	0.00	234	1	100.0	10
07/06/16	13:40	13.0	13.0	12.9	68	7.2	5.4	SW	3.22	10.3	S	10.3	12.5	9.8	---	763.3	0.00	0.0	548	7.86	554	2.4	0.17	2.5	0.037	0.000	12.3	81	9.1	12.1	---	0.00	234	1	100.0	10
07/06/16	13:50	13.3	13.3	13.0	67	7.3	4.9	SW	2.95	8.9	SW	10.9	12.8	10.4	---	763.2	0.00	0.0	540	7.74	555	2.3	0.16	2.4	0.035	0.000	12.4	81	9.2	12.2	---	0.00	232	1	100.0	10
07/06/16	14:00	13.3	13.3	13.2	64	6.7	5.8	SW	3.49	10.3	SW	10.4	12.7	9.8	---	763.1	0.00	0.0	527	7.55	543	2.2	0.16	2.3	0.035	0.000	12.4	79	8.9	12.3	---	0.33	235	1	100.0	10
07/06/16	14:10	13.4	13.6	13.3	64	6.8	5.4	SW	3.22	10.7	SW	10.8	12.8	10.2	---	763.0	0.00	0.0	509	7.30	515	2.1	0.15	2.1	0.034	0.000	12.6	79	9.0	12.4	---	0.00	233	1	100.0	10
07/06/16	14:20	13.3	13.4	13.3	64	6.7	6.3	SW	3.76	11.6	SW	10.2	12.7	9.6	---	763.0	0.00	0.0	490	7.02	499	1.9	0.14	2.0	0.035	0.000	12.6	78	8.9	12.4	---	0.00	234	1	100.0	10
07/06/16	14:30	13.5	13.5	13.3	64	6.8	4.9	SW	2.95	9.4	WSW	11.2	12.9	10.6	---	762.9	0.00	0.0	471	6.75	478	1.7	0.12	1.8	0.034	0.000	12.6	78	8.9	12.4	---	0.00	234	1	100.0	10
07/06/16	14:40	13.6	13.7	13.5	63	6.6	5.4	SW	3.22	10.3	WSW	10.9	12.9	10.3	---	762.8	0.00	0.0	449	6.44	459	1.6	0.11	1.6	0.033	0.000	12.7	78	9.0	12.5	---	0.00	234	1	100.0	10
07/06/16	14:50	13.8	13.8	13.5	63	6.9	4.9	SW	2.95	10.3	SSW	11.6	13.2	10.9	---	762.8	0.00	0.0	431	6.18	438	1.4	0.10	1.5	0.031	0.000	12.8	78	9.0	12.6	---	0.00	234	1	100.0	10
07/06/16	15:00	13.8	13.9	13.8	60	6.2	6.3	SW	3.76	11.6	SSW	10.8	13.1	10.1	---	762.8	0.00	0.0	414	5.93	422	1.3	0.09	1.3	0.031	0.000	12.8	76	8.7	12.5	---	0.30	234	1	100.0	10
07/06/16	15:10	13.8	14.0	13.8	61	6.4	5.4	SW	3.22	10.7	WSW	11.2	13.2	10.6	---	762.9	0.00	0.0	366	5.25	415	1.1	0.08	1.2	0.031	0.000	12.9	76	8.8	12.6	---	0.00	233	1	100.0	10
07/06/16	15:20	13.7	13.8	13.7	61	6.3	5.8	SW	3.49	10.7	WSW	10.8	13.1	10.2	---	762.8	0.00	0.0	363	5.20	378	0.9	0.06	1.0	0.032	0.000	12.8	75	8.5	12.5	---	0.00	234	1	100.0	10
07/06/16	15:30	13.8	13.9	13.7	61	6.4	5.4	SW	3.22	10.3	WSW	11.2	13.1	10.5	---	762.6	0.00	0.0	347	4.97	357	0.8	0.06	0.9	0.032	0.000	12.8	74	8.3	12.4	---	0.00	234	1	100.0	10
07/06/16	15:40	13.9	13.9	13.7	64	7.2	4.0	SW	2.41	7.6	SW	12.3	13.3	11.7	---	762.5	0.00	0.0	309	4.43	320	0.6	0.04	0.7	0.031	0.000	12.8	75	8.5	12.5	---	0.00	234	1	100.0	10
07/06/16	15:50	13.9	13.9	13.8	63	7.0	4.9	SW	2.95	8.5	S	11.6	13.3	11.0	---	762.6	0.00	0.0	287	4.11	302	0.5	0.04	0.6	0.031	0.000	12.7	76	8.6	12.4	---	0.00	233	1	100.0	10
07/06/16	16:00	13.8	13.9	13.6	63	6.9	4.5	SW	2.68	11.2	WSW	11.8	13.2	11.2	---	762.6	0.00	0.0	201	2.88	264	0.0	0.00	0.0	0.032	0.000	12.6	76	8.5	12.3	---	0.23	234	1	100.0	10
07/06/16	16:10	13.9	13.9	13.8	64	7.2	4.0	SW	2.41	7.2	S	12.3	13.3	11.7	---	762.7	0.00	0.0	226	3.24	243	0.0	0.00	0.0	0.030	0.000	12.6	76	8.4	12.3	---	0.00	233	1	100.0	10
07/06/16	16:20	13.8	13.9	13.8	63	6.9	4.5	SW	2.68	9.4	WSW	11.9	13.2	11.3	---	762.7	0.00	0.0	192	2.75	209	0.0	0.00	0.0	0.031	0.000	12.4	77	8.5	12.2	---	0.00	234	1	100.0	10
07/06/16	16:30	13.7	13.8	13.7	64	7.0	4.0	SW	2.41	7.6	WSW	12.1	13.1	11.5	---	762.7	0.00	0.0	163	2.34	176	0.0	0.00	0.0	0.032	0.000	12.4	76	8.3	12.1	---	0.00	234	1	100.0	10
07/06/16	16:40	13.6	13.7	13.6	64	6.9	4.0	WSW	2.41	7.2	SSW	11.9	12.9	11.3	---	762.8	0.00	0.0	134	1.92	149	0.0	0.00	0.0	0.033	0.000	12.3	76	8.2	12.0	---	0.00	233	1	100.0	10
07/06/16	16:50	13.3	13.6	13.3	65	6.8	4.5	WSW	2.68	8.5	SSW	11.2	12.7	10.7	---	762.9	0.00	0.0	90	1.29	114	0.0	0.00	0.0	0.035	0.000	12.2	77	8.3	12.0	---	0.00	233	1	100.0	10
07/06/16	17:00	13.0	13.3	13.0	65	6.6	4.9	SW	2.95	8.9	SSW	10.6	12.4	10.0	---	762.9	0.00	0.0	49	0.70	58	0.0	0.00	0.0	0.037	0.000	12.1	77	8.2	11.9	---	0.13	232	1	100.0	10
07/06/16	17:10	12.7	13.0	12.7	66	6.5	4.5	WSW	2.68	6.7	WSW	10.6	12.2	10.0	---	763.0	0.00	0.0	27	0.39	33	0.0	0.00	0.0	0.039	0.000	11.9	77	8.0	11.7	---	0.00	234	1	100.0	10
07/06/16	17:20	12.6	12.7	12.6	67	6.6	4.5	SW	2.68	8.5	SW	10.4	12.1	9.9	---	762.9	0.00	0.0	22	0.32	30	0.0	0.00	0.0	0.040	0.000	11.8	76	7.7	11.5	---	0.00	233	1	100.0	10
07/06/16	17:30	12.6	12.6	12.6	66	6.4	4.5	SW	2.68	8.0	SW	10.4	12.0	9.8	---	763.1	0.00	0.0	12	0.17	25	0.0	0.00	0.0	0.040	0.000	11.7	77	7.8	11.5	---	0.00	235	1	100.0	10
07/06/16	17:40	12.4	12.6	12.3	67	6.4	4.5	WSW	2.68	8.9	W	10.2	11.9	9.7	---	763.0	0.00	0.0	4	0.06	7	0.0	0.00	0.0	0.041	0.000	11.6	77	7.7	11.3	---	0.00	234	1	100.0	10
07/06/16	17:50	12.3	12.3	12.3	68	6.6	4.9	SW	2.95	8.5	WSW	9.8	11.9	9.3	---	763.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.042	0.000	11.4	77	7.5	11.2	---	0.00	233	1	100.0	10
07/06/16	18:00	12.2	12.3	12.2	69	6.6	3.6	SW	2.15	6.7	WSW	10.7	11.7	10.2	---	763.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.043	0.000	11.3	77	7.4	11.1	---	0.08	234	1	100.0	10
07/06/16	18:10	12.1	12.2	12.1	69	6.6	3.6	WSW	2.15	6.7	SSW	10.6	11.7	10.2	---	763.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.043	0.000	11.3	78	7.6	11.2	---	0.00	233	1	100.0	10
07/06/16	18:20	12.1	12.2	12.1	70	6.8	3.6	SW	2.15	7.6	WSW	10.6	11.7	10.2	---	763.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.043	0.000	11.2	78	7.5	11.1	---	0.00	233	1	100.0	10
07/06/16	18:30	11.9	12.2	11.9	72	7.1	3.1	SW	1.88	5.8	SSW	10.8	11.6	10.4	---	763.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.044	0.000	11.2	79	7.7	11.1	---	0.00	233	1	100.0	10
07/06/16	18:40	11.9	11.9	11.9	72	7.1	3.1	SW	1.88	5.8	WSW	10.8	11.6	10.4	---	763.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.044	0.000	11.2	79	7.7	11.1	---	0.00	234	1	100.0	10
07/06/16	18:50	11.9	12.0	11.9	73	7.3	3.6	SW	2.15	6.7	SSW	10.4	11.6	10.1	---	763.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.044	0.000	11.2	80	7.8	11.1	---	0.00	234	1	100.0	10
07/06/16	19:00	11.5	11.9	11.5	76	7.4	4.0	SW	2.41	11.6	SW	9.4	11.3	9.2	---	763.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.047	0.000	11.2	80	7.8	11.1	---	0.05	233	1	100.0	10
07/06/16	19:10	10.5	11.4	10.5	82	7.6	3.6	SSW	2.15	9.4	SSW	8.7	10.5	8.7	---	764.1	0.51	3.8	0	0.00	0	0.0	0.00	0.0	0.054	0.000	11.1	81	7.9	10.9	---	0.00	234	1	100.0	10
07/06/16	19:20	9.7	10.4	9.7	86	7.5	3.1	SSW	1.88	10.3	SW	8.1	9.8	8.2	---	764.1	0.25	3.8	0	0.00	0	0.0	0.00	0.0	0.060	0.000	10.9	82	7.9	10.8	---	0.00	233	1	100.0	10
07/06/16	19:30	9.6	9.7	9.6	88	7.7	3.6	SW	2.15	6.7	WSW	7.5	9.7	7.6	---	764.0	0.00	1.0	0	0.00	0	0.0	0.00	0.0	0.061	0.000	10.8	83	8.1	10.8	---	0.00	234	1	100.0	10
07/06/16	19:40	9.6	9.6	9.6	88	7.7	2.7	SW	1.61	5.8	SSW	8.3	9.7	8.4	---	764.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.061	0.000	10.7	83	7.9	10.7	---	0.00	234	1	100.0	10
07/06/16	19:50	9.6	9.7	9.6	86	7.4	3.6	SW	2.15	7.6	SW	7.6	9.7	7.7	---	764.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.061	0.000	10.6	84	8.0	10.6	---	0.00	235	1	100.0	10
07/06/16	20:00	9.6	9.6	9.6	86	7.3	2.7	SW	1.61	6.7	SSW	8.2	9.6	8.2	---	764.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.061	0.000	10.5	83	7.7	10.5	---	0.03	233	1	100.0	10
07/06/16	20:10	9.4	9.6	9.4	86	7.2	2.2	SW	1.34	4.5	SSW	8.3	9.5	8.4	---	764.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.062	0.000	10.3	84	7.7	10.3	---	0.00	232	1	100.0	10
07/06/16	20:20	9.4	9.4	9.4	86	7.2	2.7	SSW	1.61	5.4	WSW	8.0	9.4	8.1	---	764.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.062	0.000	10.2	84	7.6	10.2	---	0.00	232	1	100.0	10
07/06/16	20:30	9.4	9.4	9.3	86	7.2	2.2	SW	1.34	5.4	SSW	8.3	9.4	8.3	---	764.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.062	0.000	10.2	84	7.6	10.2	---	0.00	233	1	100.0	10
07/06/16	20:40	9.3	9.4	9.3	86	7.1	1.8	SSW	1.07	4.9	SSW	8.6	9.3	8.6	---	764.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.063	0.000	10.0	84	7.4	10.1	---	0.00	234	1	100.0	10
07/06/16	20:50	9.3	9.3	9.2	86	7.1	1.8	SSW	1.07	5.8	ESE	8.6	9.3	8.6	---	764.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.063	0.000	9.9	84	7.3	9.9	---	0.00	234	1	100.0	10
07/06/16	21:00	9.2	9.3	9.1	85	6.8	1.3	S	0.80	4.9	SW	8.9	9.2	8.9	---	765.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.064	0.000	9.7	84	7.1	9.8	---	0.03	234	1	100.0	10
07/06/16	21:10	9.1	9.2	9.1	85	6.7	1.8	SW	1.07	4.0	S	8.3	9.1	8.3	---	765.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.064	0.000	9.7	85	7.3	9.7	---	0.00	233	1	100.0	10
07/06/16	21:20	9.0	9.1	9.0	83	6.3	1.8	SSW	1.07	4.9	SE	8.2	9.0	8.2	---	765.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.065	0.000	9.6	84	7.0	9.7	---	0.00	234	1	100.0	10
07/06/16	21:30	8.8	9.0	8.8	82	5.9	1.3	SSW	0.80	4.0	SE	8.5	8.8	8.4	---	765.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.066	0.000	9.4	84	6.9	9.5	---	0.00	233	1	100.0	10
07/06/16	21:40	8.7	8.8	8.7	82	5.8	1.3	S	0.80	5.4	S	8.3	8.6	8.3	---	765.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.067	0.000	9.3	84	6.8	9.3	---	0.00	233	1	100.0	10
07/06/16	21:50	8.6	8.7	8.6	81	5.5	1.3	SSE	0.80	4.0	SSE	8.2	8.5	8.1	---	765.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.068	0.000	9.2	84	6.6	9.2	---	0.00	232	1	100.0	10
07/06/16	22:00	8.3	8.6	8.3	82	5.4	1.3	ESE	0.80	3.6	SW	7.9	8.3	7.9	---	765.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.069	0.000	9.0	84	6.4	9.0	---	0.03	235	1	100.0	10
07/06/16	22:10	8.1	8.3	8.1	82	5.2	0.9	S	0.54	3.1	S	8.1	8.1	8.1	---	765.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.071	0.000	8.9	84	6.4	8.9	---	0.00	234	1	100.0	10
07/06/16	22:20	8.0	8.1	7.9	82	5.1	0.4	SE	0.27	4.0	ESE	8.0	7.9	7.9	---	765.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.072	0.000	8.8	84	6.2	8.8	---	0.00	233	1	100.0	10
07/06/16	22:30	7.9	7.9	7.9	82	5.0	0.9	SE	0.54	3.1	S	7.9	7.8	7.8	---	765.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.073	0.000	8.6	84	6.1	8.6	---	0.00	234	1	100.0	10
07/06/16	22:40	7.8	7.9	7.8	82	4.9	0.9	SSW	0.54	3.6	S	7.8	7.7	7.7	---	765.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.073	0.000	8.5	84	5.9	8.5	---	0.00	233	1	100.0	10
07/06/16	22:50	7.7	7.8	7.7	82	4.8	0.9	SSE	0.54	3.1	S	7.7	7.6	7.6	---	765.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.074	0.000	8.4	84	5.9	8.4	---	0.00	234	1	100.0	10
07/06/16	23:00	7.5	7.7	7.5	82	4.6	0.9	W	0.54	3.1	SSE	7.5	7.4	7.4	---	765.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.075	0.000	8.3	84	5.8	8.3	---	0.03	231	1	100.0	10
07/06/16	23:10	7.4	7.6	7.4	82	4.6	0.9	SE	0.54	3.1	SSE	7.4	7.4	7.4	---	765.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.076	0.000	8.2	84	5.6	8.2	---	0.00	234	1	100.0	10
07/06/16	23:20	7.3	7.4	7.3	82	4.5	0.4	SSW	0.27	2.2	SSW	7.3	7.2	7.2	---	765.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.076	0.000	8.1	84	5.6	8.1	---	0.00	232	1	100.0	10
07/06/16	23:30	7.3	7.3	7.3	81	4.2	0.9	SSW	0.54	4.0	SSE	7.3	7.2	7.2	---	765.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.077	0.000	8.0	84	5.5	8.0	---	0.00	234	1	100.0	10
07/06/16	23:40	7.2	7.3	7.2	81	4.2	0.4	SSW	0.27	3.1	SSW	7.2	7.1	7.1	---	765.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.077	0.000	7.8	84	5.3	7.8	---	0.00	232	1	100.0	10
07/06/16	23:50	7.1	7.2	7.1	81	4.0	0.9	S	0.54	3.1	S	7.1	6.9	6.9	---	765.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	7.8	85	5.4	7.8	---	0.00	232	1	100.0	10
08/06/16	00:00	7.1	7.1	7.1	81	4.0	0.9	SSW	0.54	3.6	SSW	7.1	6.9	6.9	---	765.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	7.7	85	5.3	7.7	---	0.03	234	1	100.0	10
08/06/16	0:10	6.9	7.1	6.9	81	3.9	0.9	SW	0.54	3.1	SW	6.9	6.8	6.8	---	765.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.079	0.000	7.6	85	5.2	7.6	---	0.00	234	1	100.0	10
08/06/16	0:20	6.8	6.9	6.8	82	4.0	1.3	WSW	0.80	3.6	SSW	6.2	6.7	6.1	---	765.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.080	0.000	7.6	85	5.2	7.6	---	0.00	233	1	100.0	10
08/06/16	0:30	6.7	6.8	6.7	82	3.9	0.9	S	0.54	3.1	S	6.7	6.6	6.6	---	765.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.081	0.000	7.4	85	5.1	7.4	---	0.00	234	1	100.0	10
08/06/16	0:40	6.5	6.7	6.5	83	3.8	0.9	SW	0.54	3.6	S	6.5	6.4	6.4	---	765.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.082	0.000	7.4	85	5.0	7.3	---	0.00	233	1	100.0	10
08/06/16	0:50	6.3	6.5	6.3	83	3.7	0.9	SW	0.54	2.7	SE	6.3	6.2	6.2	---	765.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.083	0.000	7.3	85	4.9	7.2	---	0.00	234	1	100.0	10
08/06/16	1:00	6.3	6.3	6.3	83	3.6	0.9	WSW	0.54	3.6	ESE	6.3	6.2	6.2	---	765.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.084	0.000	7.2	85	4.9	7.2	---	0.03	233	1	100.0	10
08/06/16	1:10	6.3	6.3	6.3	82	3.5	1.8	SSW	1.07	4.5	SE	5.1	6.2	5.0	---	765.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.083	0.000	7.1	85	4.8	7.1	---	0.00	233	1	100.0	10
08/06/16	1:20	6.3	6.3	6.3	81	3.3	1.8	WSW	1.07	4.5	S	5.1	6.2	5.0	---	765.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.083	0.000	7.1	85	4.7	7.0	---	0.00	233	1	100.0	10
08/06/16	1:30	6.3	6.3	6.3	80	3.1	1.3	S	0.80	4.9	SSE	5.7	6.2	5.5	---	765.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.083	0.000	6.9	85	4.6	6.9	---	0.00	234	1	100.0	10
08/06/16	1:40	6.3	6.3	6.3	80	3.1	1.8	SW	1.07	5.8	S	5.1	6.2	4.9	---	765.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.083	0.000	6.9	85	4.5	6.8	---	0.00	233	1	100.0	10
08/06/16	1:50	6.3	6.3	6.3	79	3.0	1.3	SSW	0.80	3.6	S	5.7	6.2	5.5	---	765.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.083	0.000	6.8	85	4.4	6.7	---	0.00	232	1	100.0	10
08/06/16	2:00	6.3	6.3	6.3	78	2.8	1.8	S	1.07	4.5	SW	5.1	6.2	4.9	---	765.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.083	0.000	6.7	85	4.4	6.7	---	0.03	234	1	100.0	10
