		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	Hum		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	2nd	ET 	Samp	Tx 	Recept	Int.
09/06/16	15:10	11.4	11.6	11.4	48	0.8	2.2	ESE	1.34	4.9	SSE	10.7	10.6	9.8	---	769.1	0.00	0.0	389	5.58	397	1.1	0.08	1.2	0.048	0.000	11.1	63	4.3	10.6	---	0.00	233	1	100.0	10
09/06/16	15:20	11.9	11.9	11.3	48	1.2	0.9	SSE	0.54	4.5	SE	11.9	10.9	10.9	---	769.2	0.00	0.0	366	5.25	378	0.9	0.06	1.0	0.045	0.000	11.1	62	4.0	10.6	---	0.00	233	1	100.0	10
09/06/16	15:30	11.9	11.9	11.8	45	0.3	1.3	ESE	0.80	4.0	E	11.9	10.8	10.8	---	769.0	0.00	0.0	341	4.89	352	0.8	0.06	0.9	0.045	0.000	11.1	63	4.3	10.6	---	0.00	235	1	100.0	10
09/06/16	15:40	11.8	11.9	11.8	46	0.6	0.9	SSE	0.54	4.5	SE	11.8	10.8	10.8	---	769.1	0.00	0.0	313	4.49	327	0.6	0.04	0.7	0.045	0.000	11.1	63	4.3	10.6	---	0.00	234	1	100.0	10
09/06/16	15:50	11.8	11.9	11.6	47	0.8	1.3	SE	0.80	4.0	SE	11.8	10.8	10.8	---	769.1	0.00	0.0	280	4.01	295	0.5	0.04	0.5	0.046	0.000	11.0	63	4.2	10.5	---	0.00	234	1	100.0	10
09/06/16	16:00	11.9	11.9	11.8	46	0.6	0.9	SSE	0.54	3.1	S	11.9	10.9	10.9	---	769.1	0.00	0.0	260	3.73	272	0.0	0.00	0.0	0.045	0.000	10.9	62	3.9	10.4	---	0.18	233	1	100.0	10
09/06/16	16:10	11.4	11.9	11.4	47	0.5	1.3	SE	0.80	4.0	SE	11.4	10.5	10.5	---	769.2	0.00	0.0	221	3.17	234	0.0	0.00	0.0	0.048	0.000	10.8	62	3.8	10.3	---	0.00	234	1	100.0	10
09/06/16	16:20	11.4	11.5	11.4	47	0.5	1.3	SE	0.80	4.0	ESE	11.4	10.5	10.5	---	769.2	0.00	0.0	206	2.95	218	0.0	0.00	0.0	0.048	0.000	10.7	62	3.7	10.2	---	0.00	234	1	100.0	10
09/06/16	16:30	11.3	11.4	11.3	49	0.9	1.3	SE	0.80	3.1	SE	11.2	10.4	10.3	---	769.3	0.00	0.0	169	2.42	188	0.0	0.00	0.0	0.049	0.000	10.5	63	3.7	10.1	---	0.00	234	1	100.0	10
09/06/16	16:40	11.2	11.3	11.2	50	1.2	0.4	SE	0.27	2.2	S	11.2	10.4	10.4	---	769.3	0.00	0.0	132	1.89	149	0.0	0.00	0.0	0.049	0.000	10.4	63	3.6	9.9	---	0.00	233	1	100.0	10
09/06/16	16:50	11.1	11.2	11.1	51	1.3	0.4	SE	0.27	3.1	SE	11.1	10.3	10.3	---	769.4	0.00	0.0	97	1.39	111	0.0	0.00	0.0	0.051	0.000	10.2	63	3.5	9.8	---	0.00	232	1	100.0	10
09/06/16	17:00	10.9	11.1	10.9	50	0.9	0.4	S	0.27	4.0	S	10.9	10.1	10.1	---	769.5	0.00	0.0	66	0.95	81	0.0	0.00	0.0	0.052	0.000	10.0	63	3.3	9.6	---	0.10	234	1	100.0	10
09/06/16	17:10	10.5	10.9	10.5	52	1.0	0.9	SE	0.54	3.1	SE	10.5	9.8	9.8	---	769.5	0.00	0.0	37	0.53	49	0.0	0.00	0.0	0.054	0.000	9.8	64	3.3	9.5	---	0.00	234	1	100.0	10
09/06/16	17:20	10.2	10.5	10.2	54	1.3	0.0	SSE	0.00	2.2	ESE	10.2	9.6	9.6	---	769.4	0.00	0.0	19	0.27	26	0.0	0.00	0.0	0.056	0.000	9.6	65	3.3	9.3	---	0.00	234	1	100.0	10
09/06/16	17:30	9.9	10.2	9.9	54	1.1	0.0	SSE	0.00	0.9	SSE	9.9	9.4	9.4	---	769.3	0.00	0.0	11	0.16	12	0.0	0.00	0.0	0.058	0.000	9.3	66	3.3	9.0	---	0.00	234	1	100.0	10
09/06/16	17:40	9.2	9.9	9.2	58	1.3	0.0	SSE	0.00	0.9	SSE	9.2	8.7	8.7	---	769.3	0.00	0.0	6	0.09	9	0.0	0.00	0.0	0.064	0.000	9.0	67	3.2	8.7	---	0.00	235	1	100.0	10
09/06/16	17:50	8.4	9.2	8.4	60	1.1	0.4	SSW	0.27	1.8	SSE	8.4	8.0	8.0	---	769.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.069	0.000	8.6	68	3.0	8.3	---	0.00	234	1	100.0	10
09/06/16	18:00	8.1	8.4	8.1	62	1.2	0.9	SW	0.54	1.8	SSW	8.1	7.6	7.6	---	769.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.071	0.000	8.3	69	2.9	8.0	---	0.03	234	1	100.0	10
09/06/16	18:10	7.7	8.1	7.7	64	1.3	0.9	SW	0.54	2.2	SW	7.7	7.3	7.3	---	769.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.074	0.000	8.1	70	3.0	7.8	---	0.00	233	1	100.0	10
09/06/16	18:20	7.7	7.7	7.7	63	1.1	1.3	SW	0.80	2.7	SW	7.3	7.3	6.9	---	769.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.074	0.000	8.0	71	3.1	7.7	---	0.00	234	1	100.0	10
09/06/16	18:30	7.8	7.8	7.7	63	1.2	1.3	SW	0.80	2.7	SW	7.3	7.4	6.9	---	769.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.073	0.000	7.8	71	2.8	7.5	---	0.00	234	1	100.0	10
09/06/16	18:40	7.7	7.8	7.7	64	1.3	1.3	SW	0.80	2.7	WSW	7.3	7.3	6.9	---	769.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.074	0.000	7.6	72	2.9	7.3	---	0.00	234	1	100.0	10
09/06/16	18:50	7.4	7.7	7.4	65	1.3	1.3	SW	0.80	2.2	SSW	6.9	7.1	6.6	---	769.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.076	0.000	7.6	72	2.8	7.3	---	0.00	235	1	100.0	10
09/06/16	19:00	7.5	7.5	7.4	65	1.3	1.8	SW	1.07	3.1	SSW	6.5	7.1	6.1	---	769.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.075	0.000	7.4	72	2.7	7.1	---	0.03	234	1	100.0	10
09/06/16	19:10	7.4	7.5	7.4	65	1.2	1.8	SW	1.07	2.7	WSW	6.3	7.0	5.9	---	769.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.076	0.000	7.3	73	2.8	7.1	---	0.00	225	1	98.7	10
09/06/16	19:20	7.2	7.3	7.2	66	1.3	2.2	WSW	1.34	3.1	WSW	5.7	6.8	5.3	---	769.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.077	0.000	7.1	73	2.6	6.9	---	0.00	214	1	93.9	10
09/06/16	19:30	7.2	7.2	7.2	66	1.2	2.2	WSW	1.34	3.6	WSW	5.7	6.8	5.3	---	769.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	7.1	73	2.5	6.8	---	0.00	234	1	100.0	10
09/06/16	19:40	7.1	7.2	7.1	66	1.1	2.2	WSW	1.34	3.6	SW	5.6	6.7	5.2	---	769.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	6.9	74	2.6	6.7	---	0.00	234	1	100.0	10
09/06/16	19:50	6.9	7.1	6.9	67	1.2	2.2	WSW	1.34	3.6	WSW	5.4	6.6	5.1	---	769.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.079	0.000	6.9	74	2.6	6.7	---	0.00	233	1	100.0	10
09/06/16	20:00	6.8	6.9	6.8	67	1.1	1.8	SW	1.07	4.0	WSW	5.7	6.5	5.4	---	769.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.080	0.000	6.8	74	2.5	6.6	---	0.05	235	1	100.0	10
09/06/16	20:10	6.8	6.9	6.8	68	1.3	2.2	WSW	1.34	4.5	SW	5.2	6.4	4.9	---	769.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.080	0.000	6.7	74	2.4	6.5	---	0.00	233	1	100.0	10
09/06/16	20:20	6.9	6.9	6.7	68	1.4	2.7	WSW	1.61	4.5	WSW	5.0	6.6	4.7	---	769.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.079	0.000	6.7	75	2.6	6.5	---	0.00	234	1	100.0	10
09/06/16	20:30	6.8	6.9	6.8	68	1.3	2.7	SW	1.61	4.5	SW	4.9	6.5	4.6	---	769.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.080	0.000	6.7	75	2.5	6.4	---	0.00	233	1	100.0	10
09/06/16	20:40	6.8	6.8	6.8	68	1.3	2.7	WSW	1.61	4.5	WSW	4.9	6.5	4.6	---	769.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.080	0.000	6.6	75	2.4	6.3	---	0.00	234	1	100.0	10
09/06/16	20:50	6.8	6.8	6.8	68	1.3	2.7	WSW	1.61	5.4	W	4.9	6.5	4.6	---	769.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.080	0.000	6.6	75	2.4	6.3	---	0.00	231	1	100.0	10
09/06/16	21:00	6.9	6.9	6.8	68	1.4	3.1	SW	1.88	4.9	SW	4.7	6.6	4.4	---	768.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.079	0.000	6.5	75	2.4	6.3	---	0.05	232	1	100.0	10
09/06/16	21:10	6.9	6.9	6.9	68	1.4	2.2	WSW	1.34	4.0	WSW	5.4	6.6	5.1	---	768.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.079	0.000	6.5	75	2.4	6.3	---	0.00	235	1	100.0	10
09/06/16	21:20	7.0	7.1	6.9	68	1.5	2.7	WSW	1.61	4.5	WSW	5.1	6.7	4.8	---	768.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.079	0.000	6.4	75	2.3	6.2	---	0.00	234	1	100.0	10
09/06/16	21:30	7.1	7.1	7.0	68	1.5	3.1	WSW	1.88	5.4	WSW	4.9	6.7	4.6	---	768.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	6.4	75	2.3	6.2	---	0.00	234	1	100.0	10
09/06/16	21:40	7.1	7.1	7.1	68	1.5	3.1	WSW	1.88	5.4	SW	4.9	6.7	4.6	---	768.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	6.4	75	2.3	6.2	---	0.00	233	1	100.0	10
09/06/16	21:50	7.1	7.1	7.0	68	1.5	3.1	WSW	1.88	5.8	SW	4.9	6.7	4.6	---	768.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	6.4	75	2.3	6.2	---	0.00	234	1	100.0	10
09/06/16	22:00	7.1	7.1	7.1	68	1.5	3.6	WSW	2.15	5.8	WSW	4.6	6.7	4.2	---	768.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	6.4	75	2.3	6.2	---	0.05	234	1	100.0	10
09/06/16	22:10	7.0	7.1	7.0	69	1.7	3.1	WSW	1.88	5.4	WSW	4.8	6.7	4.6	---	768.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.079	0.000	6.4	75	2.3	6.2	---	0.00	233	1	100.0	10
09/06/16	22:20	7.2	7.2	7.0	68	1.7	3.6	WSW	2.15	5.8	WSW	4.7	6.8	4.4	---	768.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	6.4	76	2.5	6.2	---	0.00	235	1	100.0	10
09/06/16	22:30	7.3	7.3	7.2	68	1.8	3.6	WSW	2.15	5.8	WSW	4.8	6.9	4.5	---	768.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.077	0.000	6.4	76	2.5	6.2	---	0.00	234	1	100.0	10
09/06/16	22:40	7.2	7.3	7.2	68	1.7	3.6	WSW	2.15	5.8	WSW	4.8	6.9	4.4	---	768.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.077	0.000	6.4	76	2.5	6.2	---	0.00	234	1	100.0	10
09/06/16	22:50	7.1	7.2	7.1	69	1.7	3.1	WSW	1.88	6.3	WSW	4.9	6.8	4.6	---	768.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	6.5	76	2.6	6.3	---	0.00	234	1	100.0	10
09/06/16	23:00	6.8	7.1	6.8	70	1.7	2.7	SW	1.61	4.5	WSW	4.8	6.5	4.6	---	768.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.080	0.000	6.5	76	2.6	6.3	---	0.05	232	1	100.0	10
09/06/16	23:10	6.7	6.8	6.7	70	1.6	2.2	SW	1.34	4.0	SW	5.2	6.4	4.9	---	768.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.081	0.000	6.4	76	2.5	6.2	---	0.00	233	1	100.0	10
09/06/16	23:20	6.9	6.9	6.7	70	1.8	2.7	WSW	1.61	4.9	WSW	5.0	6.6	4.7	---	768.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.079	0.000	6.4	76	2.5	6.2	---	0.00	234	1	100.0	10
09/06/16	23:30	6.9	6.9	6.9	70	1.8	3.1	WSW	1.88	5.8	WSW	4.8	6.7	4.5	---	768.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.079	0.000	6.3	76	2.4	6.1	---	0.00	233	1	100.0	10
09/06/16	23:40	7.1	7.1	6.9	69	1.7	3.6	WSW	2.15	6.3	SW	4.6	6.8	4.3	---	768.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	6.4	76	2.5	6.2	---	0.00	234	1	100.0	10
09/06/16	23:50	7.2	7.2	7.1	69	1.9	4.0	WSW	2.41	7.2	WSW	4.4	6.9	4.1	---	768.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	6.4	76	2.5	6.2	---	0.00	233	1	100.0	10
10/06/16	00:00	7.1	7.2	7.1	69	1.8	3.1	SW	1.88	6.7	SW	5.0	6.8	4.7	---	768.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	6.5	76	2.6	6.3	---	0.05	232	1	100.0	10
10/06/16	0:10	7.1	7.1	7.1	69	1.8	3.6	SW	2.15	5.8	WSW	4.7	6.8	4.4	---	768.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	6.5	76	2.6	6.3	---	0.00	234	1	100.0	10
10/06/16	0:20	7.1	7.1	7.1	70	2.0	4.0	WSW	2.41	7.6	SW	4.2	6.8	3.9	---	768.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	6.6	76	2.6	6.3	---	0.00	233	1	100.0	10
10/06/16	0:30	6.9	7.1	6.9	70	1.8	4.0	WSW	2.41	6.7	WSW	4.1	6.7	3.8	---	768.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.079	0.000	6.6	76	2.6	6.3	---	0.00	234	1	100.0	10
10/06/16	0:40	6.9	6.9	6.9	71	2.0	4.0	WSW	2.41	7.6	WSW	4.1	6.7	3.8	---	768.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.079	0.000	6.6	76	2.6	6.3	---	0.00	235	1	100.0	10
10/06/16	0:50	7.0	7.0	6.9	70	1.9	4.0	SW	2.41	6.7	WSW	4.2	6.7	3.9	---	768.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.079	0.000	6.6	76	2.6	6.3	---	0.00	234	1	100.0	10
10/06/16	1:00	7.0	7.1	7.0	70	1.9	3.6	SW	2.15	6.7	WSW	4.5	6.7	4.2	---	768.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.079	0.000	6.7	76	2.7	6.4	---	0.05	233	1	100.0	10
10/06/16	1:10	7.0	7.1	6.9	70	1.9	3.6	WSW	2.15	7.6	SW	4.5	6.7	4.2	---	768.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.079	0.000	6.6	76	2.6	6.3	---	0.00	233	1	100.0	10
10/06/16	1:20	7.2	7.2	7.1	70	2.1	4.0	SW	2.41	7.6	SW	4.4	6.9	4.1	---	768.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	6.6	76	2.6	6.3	---	0.00	234	1	100.0	10
10/06/16	1:30	7.2	7.2	7.1	70	2.1	4.5	WSW	2.68	7.6	W	4.1	6.9	3.8	---	768.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	6.6	76	2.6	6.3	---	0.00	234	1	100.0	10
10/06/16	1:40	7.2	7.2	7.2	70	2.1	4.9	WSW	2.95	7.6	SSW	3.8	6.9	3.6	---	768.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	6.6	76	2.6	6.3	---	0.00	234	1	100.0	10
10/06/16	1:50	7.0	7.2	7.0	70	1.9	4.5	WSW	2.68	7.6	W	3.9	6.7	3.6	---	768.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.079	0.000	6.6	76	2.6	6.3	---	0.00	234	1	100.0	10
10/06/16	2:00	6.8	7.0	6.8	71	1.9	4.0	WSW	2.41	7.2	W	4.0	6.6	3.7	---	768.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.080	0.000	6.5	76	2.6	6.3	---	0.05	234	1	100.0	10
10/06/16	2:10	6.8	6.8	6.8	72	2.1	4.5	WSW	2.68	7.6	WSW	3.6	6.5	3.3	---	767.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.080	0.000	6.5	76	2.6	6.3	---	0.00	233	1	100.0	10
10/06/16	2:20	6.8	6.8	6.8	72	2.1	4.5	SW	2.68	7.6	SW	3.6	6.5	3.3	---	767.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.080	0.000	6.5	76	2.6	6.3	---	0.00	234	1	100.0	10
10/06/16	2:30	7.0	7.0	6.8	71	2.1	4.0	WSW	2.41	7.6	SSW	4.2	6.7	3.9	---	767.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.079	0.000	6.6	76	2.6	6.3	---	0.00	233	1	100.0	10
10/06/16	2:40	7.3	7.3	7.0	70	2.2	3.6	SW	2.15	7.2	SW	4.8	7.0	4.6	---	768.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.077	0.000	6.7	77	2.9	6.5	---	0.00	233	1	100.0	10
10/06/16	2:50	7.3	7.3	7.3	70	2.2	2.2	S	1.34	5.8	SE	5.8	7.1	5.6	---	768.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.076	0.000	6.7	77	3.0	6.6	---	0.00	233	1	100.0	10
10/06/16	3:00	7.5	7.5	7.3	70	2.4	2.2	SE	1.34	5.4	SE	6.1	7.2	5.8	---	768.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.075	0.000	6.8	77	3.0	6.6	---	0.05	235	1	100.0	10
10/06/16	3:10	7.3	7.5	7.3	71	2.4	3.1	ESE	1.88	5.8	SW	5.2	7.0	4.9	---	768.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.077	0.000	6.9	78	3.3	6.7	---	0.00	234	1	100.0	10
10/06/16	3:20	6.9	7.3	6.9	73	2.4	2.7	ESE	1.61	6.7	SSE	5.1	6.7	4.8	---	768.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.079	0.000	6.9	78	3.4	6.8	---	0.00	234	1	100.0	10
10/06/16	3:30	6.8	7.0	6.8	76	2.8	2.2	SE	1.34	5.4	ESE	5.2	6.6	5.0	---	768.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.080	0.000	6.9	78	3.4	6.8	---	0.00	234	1	100.0	10
10/06/16	3:40	6.5	6.8	6.5	79	3.1	2.7	ESE	1.61	6.3	E	4.5	6.3	4.3	---	768.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.082	0.000	6.9	79	3.6	6.8	---	0.00	234	1	100.0	10
10/06/16	3:50	6.2	6.5	6.2	81	3.2	2.7	ESE	1.61	5.8	SE	4.2	6.1	4.1	---	768.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.084	0.000	6.9	79	3.6	6.8	---	0.00	232	1	100.0	10
10/06/16	4:00	6.1	6.3	6.1	82	3.2	2.7	SE	1.61	4.9	SSE	4.0	5.9	3.9	---	768.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.085	0.000	7.1	80	3.8	6.9	---	0.03	234	1	100.0	10
10/06/16	4:10	5.9	6.1	5.9	84	3.4	2.2	ESE	1.34	6.3	ESE	4.2	5.8	4.1	---	768.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.086	0.000	6.9	80	3.7	6.8	---	0.00	234	1	100.0	10
10/06/16	4:20	5.8	5.9	5.8	85	3.5	1.8	SE	1.07	4.0	ESE	4.6	5.7	4.4	---	768.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.087	0.000	6.9	80	3.7	6.8	---	0.00	234	1	100.0	10
10/06/16	4:30	5.8	5.8	5.8	85	3.5	2.7	ESE	1.61	5.4	SE	3.7	5.7	3.6	---	768.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.087	0.000	6.9	80	3.7	6.8	---	0.00	234	1	100.0	10
10/06/16	4:40	5.6	5.8	5.6	87	3.6	3.1	ESE	1.88	6.7	SE	3.1	5.6	3.1	---	768.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.088	0.000	6.9	81	3.9	6.8	---	0.00	234	1	100.0	10
10/06/16	4:50	5.4	5.6	5.4	89	3.7	3.1	SE	1.88	5.8	ESE	2.8	5.3	2.8	---	768.4	0.25	0.0	0	0.00	0	0.0	0.00	0.0	0.090	0.000	6.9	81	3.9	6.8	---	0.00	234	1	100.0	10
10/06/16	5:00	5.3	5.4	5.3	90	3.8	2.7	ESE	1.61	6.7	ESE	3.1	5.3	3.1	---	768.7	0.25	1.3	0	0.00	0	0.0	0.00	0.0	0.091	0.000	6.9	81	3.9	6.8	---	0.03	234	1	100.0	10
10/06/16	5:10	5.2	5.3	5.2	91	3.9	2.2	SE	1.34	5.8	ESE	3.4	5.2	3.4	---	768.6	0.25	2.3	0	0.00	0	0.0	0.00	0.0	0.091	0.000	6.9	82	4.0	6.8	---	0.00	235	1	100.0	10
10/06/16	5:20	5.2	5.3	5.2	91	3.9	2.2	SE	1.34	6.7	SSE	3.4	5.2	3.4	---	768.5	0.25	2.0	0	0.00	0	0.0	0.00	0.0	0.091	0.000	6.8	82	3.9	6.7	---	0.00	233	1	100.0	10
10/06/16	5:30	5.3	5.3	5.2	91	3.9	2.2	SE	1.34	6.3	E	3.4	5.3	3.4	---	768.4	0.25	1.8	0	0.00	0	0.0	0.00	0.0	0.091	0.000	6.8	82	3.9	6.7	---	0.00	234	1	100.0	10
10/06/16	5:40	5.3	5.3	5.3	92	4.1	2.2	SE	1.34	6.3	ESE	3.4	5.3	3.4	---	768.3	0.25	1.8	0	0.00	0	0.0	0.00	0.0	0.091	0.000	6.7	83	4.0	6.7	---	0.00	232	1	100.0	10
10/06/16	5:50	5.3	5.3	5.3	92	4.1	2.2	SE	1.34	7.6	S	3.5	5.3	3.5	---	768.5	0.76	7.1	0	0.00	0	0.0	0.00	0.0	0.090	0.000	6.7	83	4.0	6.7	---	0.00	234	1	100.0	10
10/06/16	6:00	5.3	5.4	5.3	92	4.1	1.8	ESE	1.07	5.8	SSW	4.0	5.3	4.0	---	768.3	0.76	5.3	0	0.00	0	0.0	0.00	0.0	0.090	0.000	6.7	84	4.2	6.7	---	0.00	234	1	100.0	10
10/06/16	6:10	5.4	5.4	5.3	92	4.2	1.8	SSW	1.07	4.9	ESE	4.1	5.4	4.1	---	768.2	0.51	5.6	0	0.00	0	0.0	0.00	0.0	0.090	0.000	6.7	84	4.2	6.7	---	0.00	234	1	100.0	10
10/06/16	6:20	5.4	5.4	5.4	92	4.2	2.2	SSE	1.34	6.7	SSE	3.7	5.4	3.7	---	768.3	0.51	3.0	0	0.00	0	0.0	0.00	0.0	0.090	0.000	6.7	84	4.2	6.7	---	0.00	233	1	100.0	10
10/06/16	6:30	5.4	5.5	5.4	92	4.2	2.2	SSW	1.34	6.3	S	3.7	5.4	3.7	---	768.2	0.51	4.3	0	0.00	0	0.0	0.00	0.0	0.090	0.000	6.7	84	4.2	6.7	---	0.00	233	1	100.0	10
10/06/16	6:40	5.4	5.5	5.4	92	4.2	1.8	SE	1.07	5.4	SSE	4.1	5.4	4.1	---	768.3	0.25	2.0	0	0.00	0	0.0	0.00	0.0	0.090	0.000	6.7	85	4.4	6.7	---	0.00	234	1	100.0	10
10/06/16	6:50	5.4	5.4	5.4	92	4.2	1.8	SE	1.07	4.9	SE	4.1	5.4	4.1	---	768.5	0.25	1.5	0	0.00	0	0.0	0.00	0.0	0.090	0.000	6.7	85	4.4	6.7	---	0.00	233	1	100.0	10
10/06/16	7:00	5.4	5.4	5.4	92	4.2	1.3	SE	0.80	4.9	ESE	4.6	5.4	4.6	---	768.5	0.25	4.1	0	0.00	0	0.0	0.00	0.0	0.090	0.000	6.7	85	4.4	6.7	---	0.00	234	1	100.0	10
10/06/16	7:10	5.4	5.4	5.3	92	4.2	1.8	SSE	1.07	5.8	SE	4.1	5.4	4.1	---	768.7	0.25	2.0	0	0.00	0	0.0	0.00	0.0	0.090	0.000	6.7	85	4.4	6.7	---	0.00	232	1	100.0	10
10/06/16	7:20	5.4	5.4	5.3	92	4.2	1.8	SE	1.07	5.8	SE	4.1	5.4	4.1	---	768.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.090	0.000	6.7	85	4.3	6.6	---	0.00	233	1	100.0	10
10/06/16	7:30	5.4	5.4	5.4	93	4.4	1.8	SE	1.07	5.4	SE	4.1	5.5	4.2	---	768.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.090	0.000	6.7	85	4.3	6.6	---	0.00	235	1	100.0	10
10/06/16	7:40	5.4	5.4	5.4	93	4.3	1.8	S	1.07	4.9	SE	4.1	5.4	4.1	---	768.8	0.00	0.0	2	0.03	5	0.0	0.00	0.0	0.090	0.000	6.7	85	4.3	6.6	---	0.00	234	1	100.0	10
10/06/16	7:50	5.3	5.4	5.3	93	4.3	1.8	SSE	1.07	6.3	SSE	4.0	5.3	4.0	---	768.8	0.00	0.0	9	0.13	11	0.0	0.00	0.0	0.090	0.000	6.6	85	4.2	6.5	---	0.00	234	1	100.0	10
10/06/16	8:00	5.4	5.4	5.3	93	4.4	2.2	SE	1.34	6.7	SE	3.7	5.5	3.7	---	769.0	0.00	0.0	12	0.17	19	0.0	0.00	0.0	0.090	0.000	6.6	86	4.4	6.5	---	0.00	233	1	100.0	10
10/06/16	8:10	5.4	5.4	5.4	93	4.4	1.8	SE	1.07	4.9	SSE	4.1	5.5	4.2	---	769.0	0.00	0.0	31	0.44	54	0.0	0.00	0.0	0.090	0.000	6.6	86	4.4	6.5	---	0.00	234	1	100.0	10
10/06/16	8:20	5.4	5.5	5.4	93	4.4	1.8	SE	1.07	5.8	ESE	4.1	5.5	4.2	---	769.0	0.00	0.0	34	0.49	56	0.0	0.00	0.0	0.090	0.000	6.7	86	4.5	6.6	---	0.00	233	1	100.0	10
